chunk_id,QuestionID,Category,QuestionType,QuestionTime,chunk_index,chunk_text,search_text,lexical_tokens
row_16449_chunk_0,C4Q5235,Cell Phones and Accessories,open-ended,2013-03-22,0,require drivers installation kind id like plug work use bootcamp cannot answer question sorry,Cell Phones and Accessories open-ended require drivers installation kind id like plug work use bootcamp cannot answer question sorry,"['cell', 'phones', 'and', 'accessories', 'open', 'ended', 'require', 'drivers', 'installation', 'kind', 'id', 'like', 'plug', 'work', 'use', 'bootcamp', 'cannot', 'answer', 'question', 'sorry']"
row_16450_chunk_0,C15Q5992,Tools and Home Improvement,open-ended,2014-01-15,0,bought saw months ago motor burned product place could purchase replacement motor comes directions sure warranty click picture page shows extra stuff questions let know,Tools and Home Improvement open-ended bought saw months ago motor burned product place could purchase replacement motor comes directions sure warranty click picture page shows extra stuff questions let know,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'bought', 'saw', 'months', 'ago', 'motor', 'burned', 'product', 'place', 'could', 'purchase', 'replacement', 'motor', 'comes', 'directions', 'sure', 'warranty', 'click', 'picture', 'page', 'shows', 'extra', 'stuff', 'questions', 'let', 'know']"
row_16451_chunk_0,C12Q3909,Patio Lawn and Garden,open-ended,2014-03-20,0,convert lp natural gas think 10 feet long,Patio Lawn and Garden open-ended convert lp natural gas think 10 feet long,"['patio', 'lawn', 'and', 'garden', 'open', 'ended', 'convert', 'lp', 'natural', 'gas', 'think', '10', 'feet', 'long']"
row_16452_chunk_0,C13Q3815,Pet Supplies,open-ended,2014-07-07,0,insulated yesi poodlemix 20lbs fine,Pet Supplies open-ended insulated yesi poodlemix 20lbs fine,"['pet', 'supplies', 'open', 'ended', 'insulated', 'yesi', 'poodlemix', '20lbs', 'fine']"
row_16453_chunk_0,C6Q30885,Electronics,open-ended,2014-06-01,0,come case consider purchasing one appears projector variety inputs including vga input yes work infocus lp640 projector long correct cable connect projector remember ipevo merely camera sends image projector either directly vga port usb port computer sends image computer connection projectorthe projector also variety resolutions ipevo shouldnt problem find ones work together display properly appears projector variety inputs including vga input yes work infocus lp640 projector long correct cable connect projector remember ipevo merely camera sends image projector either directly vga port usb port computer sends image computer connection projectorthe projector also variety resolutions ipevo shouldnt problem find ones work together display » read appears projector variety inputs including vga input yes work infocus lp640 projector long correct cable connect,Electronics open-ended come case consider purchasing one appears projector variety inputs including vga input yes work infocus lp640 projector long correct cable connect projector remember ipevo merely camera sends image projector either directly vga port usb port computer sends image computer connection projectorthe projector also variety resolutions ipevo shouldnt problem find ones work together display properly appears projector variety inputs including vga input yes work infocus lp640 projector long correct cable connect projector remember ipevo merely camera sends image projector either directly vga port usb port computer sends image computer connection projectorthe projector also variety resolutions ipevo shouldnt problem find ones work together display » read appears projector variety inputs including vga input yes work infocus lp640 projector long correct cable connect,"['electronics', 'open', 'ended', 'come', 'case', 'consider', 'purchasing', 'one', 'appears', 'projector', 'variety', 'inputs', 'including', 'vga', 'input', 'yes', 'work', 'infocus', 'lp640', 'projector', 'long', 'correct', 'cable', 'connect', 'projector', 'remember', 'ipevo', 'merely', 'camera', 'sends', 'image', 'projector', 'either', 'directly', 'vga', 'port', 'usb', 'port', 'computer', 'sends', 'image', 'computer', 'connection', 'projectorthe', 'projector', 'also', 'variety', 'resolutions', 'ipevo', 'shouldnt', 'problem', 'find', 'ones', 'work', 'together', 'display', 'properly', 'appears', 'projector', 'variety', 'inputs', 'including', 'vga', 'input', 'yes', 'work', 'infocus', 'lp640', 'projector', 'long', 'correct', 'cable', 'connect', 'projector', 'remember', 'ipevo', 'merely', 'camera', 'sends', 'image', 'projector', 'either', 'directly', 'vga', 'port', 'usb', 'port', 'computer', 'sends', 'image', 'computer', 'connection', 'projectorthe', 'projector', 'also', 'variety', 'resolutions', 'ipevo', 'shouldnt', 'problem', 'find', 'ones', 'work', 'together', 'display', 'read', 'appears', 'projector', 'variety', 'inputs', 'including', 'vga', 'input', 'yes', 'work', 'infocus', 'lp640', 'projector', 'long', 'correct', 'cable', 'connect']"
row_16453_chunk_1,C6Q30885,Electronics,open-ended,2014-06-01,1,projector also variety resolutions ipevo shouldnt problem find ones work together display » read appears projector variety inputs including vga input yes work infocus lp640 projector long correct cable connect projector remember ipevo merely camera sends image projector either directly vga port usb port computer sends image computer connection projectorthe projector also variety resolutions ipevo shouldnt problem find ones work together display properly « show less,Electronics open-ended projector also variety resolutions ipevo shouldnt problem find ones work together display » read appears projector variety inputs including vga input yes work infocus lp640 projector long correct cable connect projector remember ipevo merely camera sends image projector either directly vga port usb port computer sends image computer connection projectorthe projector also variety resolutions ipevo shouldnt problem find ones work together display properly « show less,"['electronics', 'open', 'ended', 'projector', 'also', 'variety', 'resolutions', 'ipevo', 'shouldnt', 'problem', 'find', 'ones', 'work', 'together', 'display', 'read', 'appears', 'projector', 'variety', 'inputs', 'including', 'vga', 'input', 'yes', 'work', 'infocus', 'lp640', 'projector', 'long', 'correct', 'cable', 'connect', 'projector', 'remember', 'ipevo', 'merely', 'camera', 'sends', 'image', 'projector', 'either', 'directly', 'vga', 'port', 'usb', 'port', 'computer', 'sends', 'image', 'computer', 'connection', 'projectorthe', 'projector', 'also', 'variety', 'resolutions', 'ipevo', 'shouldnt', 'problem', 'find', 'ones', 'work', 'together', 'display', 'properly', 'show', 'less']"
row_16454_chunk_0,C14Q15040,Sports and Outdoors,open-ended,2014-06-25,0,sword lightwheight easy enough move around,Sports and Outdoors open-ended sword lightwheight easy enough move around,"['sports', 'and', 'outdoors', 'open', 'ended', 'sword', 'lightwheight', 'easy', 'enough', 'move', 'around']"
row_16455_chunk_0,C6Q4081,Electronics,open-ended,2014-08-01,0,total power comsumption converters running less 250ma believe standard 20 20khz 44116 im 100 percent sure,Electronics open-ended total power comsumption converters running less 250ma believe standard 20 20khz 44116 im 100 percent sure,"['electronics', 'open', 'ended', 'total', 'power', 'comsumption', 'converters', 'running', 'less', '250ma', 'believe', 'standard', '20', '20khz', '44116', 'im', '100', 'percent', 'sure']"
row_16456_chunk_0,C6Q12184,Electronics,open-ended,2010-09-24,0,work iphone 3gs transmit music charge compatable 4th generation,Electronics open-ended work iphone 3gs transmit music charge compatable 4th generation,"['electronics', 'open', 'ended', 'work', 'iphone', '3gs', 'transmit', 'music', 'charge', 'compatable', '4th', 'generation']"
row_16457_chunk_0,C12Q4272,Patio Lawn and Garden,open-ended,2013-04-11,0,come base yes holes 12 inches center,Patio Lawn and Garden open-ended come base yes holes 12 inches center,"['patio', 'lawn', 'and', 'garden', 'open', 'ended', 'come', 'base', 'yes', 'holes', '12', 'inches', 'center']"
row_16458_chunk_0,C1Q9868,Automotive,open-ended,2014-10-02,0,said fit 2008 mazda speed 3 hatchback true yes,Automotive open-ended said fit 2008 mazda speed 3 hatchback true yes,"['automotive', 'open', 'ended', 'said', 'fit', '2008', 'mazda', 'speed', '3', 'hatchback', 'true', 'yes']"
row_16459_chunk_0,C1Q1473,Automotive,open-ended,2012-12-26,0,quiet loud yes bit loud whelming,Automotive open-ended quiet loud yes bit loud whelming,"['automotive', 'open', 'ended', 'quiet', 'loud', 'yes', 'bit', 'loud', 'whelming']"
row_16460_chunk_0,C13Q630,Pet Supplies,open-ended,2013-09-26,0,ingredient list idea since poultry listed label stopped giving cats saw fish main ingredient even say kind fish,Pet Supplies open-ended ingredient list idea since poultry listed label stopped giving cats saw fish main ingredient even say kind fish,"['pet', 'supplies', 'open', 'ended', 'ingredient', 'list', 'idea', 'since', 'poultry', 'listed', 'label', 'stopped', 'giving', 'cats', 'saw', 'fish', 'main', 'ingredient', 'even', 'say', 'kind', 'fish']"
row_16461_chunk_0,C8Q6128,Health and Personal Care,open-ended,2013-07-21,0,razor cordcordless cord come plugs directly wall,Health and Personal Care open-ended razor cordcordless cord come plugs directly wall,"['health', 'and', 'personal', 'care', 'open', 'ended', 'razor', 'cordcordless', 'cord', 'come', 'plugs', 'directly', 'wall']"
row_16462_chunk_0,C15Q8232,Tools and Home Improvement,open-ended,2014-03-01,0,kit sure could got enough power drive 10x34 rod problems need driver tip bit would fit hammer,Tools and Home Improvement open-ended kit sure could got enough power drive 10x34 rod problems need driver tip bit would fit hammer,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'kit', 'sure', 'could', 'got', 'enough', 'power', 'drive', '10x34', 'rod', 'problems', 'need', 'driver', 'tip', 'bit', 'would', 'fit', 'hammer']"
row_16463_chunk_0,C7Q1764,Grocery and Gourmet Food,open-ended,2015-03-09,0,coffee machine vibration making coffee okay theyre less 1 716 diameter less 1 34 high assuming want stand spools end,Grocery and Gourmet Food open-ended coffee machine vibration making coffee okay theyre less 1 716 diameter less 1 34 high assuming want stand spools end,"['grocery', 'and', 'gourmet', 'food', 'open', 'ended', 'coffee', 'machine', 'vibration', 'making', 'coffee', 'okay', 'theyre', 'less', '1', '716', 'diameter', 'less', '1', '34', 'high', 'assuming', 'want', 'stand', 'spools', 'end']"
row_16464_chunk_0,C6Q18661,Electronics,open-ended,2013-05-31,0,heavy case heavy definitely adds small amount weight ipad much carry ipad case purse whatever notice bag overall heavy all☺,Electronics open-ended heavy case heavy definitely adds small amount weight ipad much carry ipad case purse whatever notice bag overall heavy all☺,"['electronics', 'open', 'ended', 'heavy', 'case', 'heavy', 'definitely', 'adds', 'small', 'amount', 'weight', 'ipad', 'much', 'carry', 'ipad', 'case', 'purse', 'whatever', 'notice', 'bag', 'overall', 'heavy', 'all']"
row_16465_chunk_0,C2Q1753,Baby,open-ended,2013-07-11,0,ship article buenos aires argentina case arrives home federal express shall pick customs unfortunately unable ship argentina time,Baby open-ended ship article buenos aires argentina case arrives home federal express shall pick customs unfortunately unable ship argentina time,"['baby', 'open', 'ended', 'ship', 'article', 'buenos', 'aires', 'argentina', 'case', 'arrives', 'home', 'federal', 'express', 'shall', 'pick', 'customs', 'unfortunately', 'unable', 'ship', 'argentina', 'time']"
row_16466_chunk_0,C16Q6345,Toys and Games,yes/no,2013-04-19,0,phoenix rc pro simulator come mode 2 dx5e one ordered december 1 2013 mode 1 ill return flying protocol throttle left mode 2 decades,Toys and Games yes/no phoenix rc pro simulator come mode 2 dx5e one ordered december 1 2013 mode 1 ill return flying protocol throttle left mode 2 decades,"['toys', 'and', 'games', 'yes', 'no', 'phoenix', 'rc', 'pro', 'simulator', 'come', 'mode', '2', 'dx5e', 'one', 'ordered', 'december', '1', '2013', 'mode', '1', 'ill', 'return', 'flying', 'protocol', 'throttle', 'left', 'mode', '2', 'decades']"
row_16467_chunk_0,C9Q3907,Home and Kitchen,open-ended,2014-09-28,0,im looking table warm cherry color looks similar pictured however description says dark cappuccino finish chairs table,Home and Kitchen open-ended im looking table warm cherry color looks similar pictured however description says dark cappuccino finish chairs table,"['home', 'and', 'kitchen', 'open', 'ended', 'im', 'looking', 'table', 'warm', 'cherry', 'color', 'looks', 'similar', 'pictured', 'however', 'description', 'says', 'dark', 'cappuccino', 'finish', 'chairs', 'table']"
row_16468_chunk_0,C6Q26726,Electronics,open-ended,2014-04-14,0,straps tripod monopod jr yes one side put tripod attached stripes,Electronics open-ended straps tripod monopod jr yes one side put tripod attached stripes,"['electronics', 'open', 'ended', 'straps', 'tripod', 'monopod', 'jr', 'yes', 'one', 'side', 'put', 'tripod', 'attached', 'stripes']"
row_16469_chunk_0,C1Q9098,Automotive,open-ended,2014-05-11,0,fit 1998 suzuki vz800 marauder got aftermarket handle bar 1 diameter handle bar 1 fit,Automotive open-ended fit 1998 suzuki vz800 marauder got aftermarket handle bar 1 diameter handle bar 1 fit,"['automotive', 'open', 'ended', 'fit', '1998', 'suzuki', 'vz800', 'marauder', 'got', 'aftermarket', 'handle', 'bar', '1', 'diameter', 'handle', 'bar', '1', 'fit']"
row_16470_chunk_0,C15Q1916,Tools and Home Improvement,open-ended,2014-11-19,0,reading reviews would appear set criticalhow minimize set issues hav 220v maskin,Tools and Home Improvement open-ended reading reviews would appear set criticalhow minimize set issues hav 220v maskin,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'reading', 'reviews', 'would', 'appear', 'set', 'criticalhow', 'minimize', 'set', 'issues', 'hav', '220v', 'maskin']"
row_16471_chunk_0,C9Q23627,Home and Kitchen,open-ended,2013-10-15,0,please correct product description unit 12 36 teaspoons believe 12,Home and Kitchen open-ended please correct product description unit 12 36 teaspoons believe 12,"['home', 'and', 'kitchen', 'open', 'ended', 'please', 'correct', 'product', 'description', 'unit', '12', '36', 'teaspoons', 'believe', '12']"
row_16472_chunk_0,C6Q22782,Electronics,open-ended,2014-06-03,0,need get adapter use orion xt 8 talking eyepiece adapter xt8 adapt 2 125 lenses use camera xt 10 incredible highly recommend comes everything need work xt 8 hope helps,Electronics open-ended need get adapter use orion xt 8 talking eyepiece adapter xt8 adapt 2 125 lenses use camera xt 10 incredible highly recommend comes everything need work xt 8 hope helps,"['electronics', 'open', 'ended', 'need', 'get', 'adapter', 'use', 'orion', 'xt', '8', 'talking', 'eyepiece', 'adapter', 'xt8', 'adapt', '2', '125', 'lenses', 'use', 'camera', 'xt', '10', 'incredible', 'highly', 'recommend', 'comes', 'everything', 'need', 'work', 'xt', '8', 'hope', 'helps']"
row_16473_chunk_0,C9Q16757,Home and Kitchen,open-ended,2014-10-07,0,anyone know sleep function breezesleep seperate timer buttons isnt manual states breeze quieter think definitely could,Home and Kitchen open-ended anyone know sleep function breezesleep seperate timer buttons isnt manual states breeze quieter think definitely could,"['home', 'and', 'kitchen', 'open', 'ended', 'anyone', 'know', 'sleep', 'function', 'breezesleep', 'seperate', 'timer', 'buttons', 'isnt', 'manual', 'states', 'breeze', 'quieter', 'think', 'definitely', 'could']"
row_16474_chunk_0,C9Q3543,Home and Kitchen,open-ended,2014-03-06,0,dimensions pan looking one 3 tall 514 wide one want ended buying 2 seems popular house perfect making sauces melting butter also ideal toi heat something daughter used one make mac cheese even though would used bigger one tri ply way go type pot sure,Home and Kitchen open-ended dimensions pan looking one 3 tall 514 wide one want ended buying 2 seems popular house perfect making sauces melting butter also ideal toi heat something daughter used one make mac cheese even though would used bigger one tri ply way go type pot sure,"['home', 'and', 'kitchen', 'open', 'ended', 'dimensions', 'pan', 'looking', 'one', '3', 'tall', '514', 'wide', 'one', 'want', 'ended', 'buying', '2', 'seems', 'popular', 'house', 'perfect', 'making', 'sauces', 'melting', 'butter', 'also', 'ideal', 'toi', 'heat', 'something', 'daughter', 'used', 'one', 'make', 'mac', 'cheese', 'even', 'though', 'would', 'used', 'bigger', 'one', 'tri', 'ply', 'way', 'go', 'type', 'pot', 'sure']"
row_16475_chunk_0,C13Q1246,Pet Supplies,open-ended,2015-04-22,0,insert removable scoopfree litter box want bother moving 4 litter boxes everytime showing 8lb burmese 13lb american shorthair share box quite comfortably american shorthair 1618in tall standing lean trim,Pet Supplies open-ended insert removable scoopfree litter box want bother moving 4 litter boxes everytime showing 8lb burmese 13lb american shorthair share box quite comfortably american shorthair 1618in tall standing lean trim,"['pet', 'supplies', 'open', 'ended', 'insert', 'removable', 'scoopfree', 'litter', 'box', 'want', 'bother', 'moving', '4', 'litter', 'boxes', 'everytime', 'showing', '8lb', 'burmese', '13lb', 'american', 'shorthair', 'share', 'box', 'quite', 'comfortably', 'american', 'shorthair', '1618in', 'tall', 'standing', 'lean', 'trim']"
row_16476_chunk_0,C12Q1562,Patio Lawn and Garden,yes/no,2013-10-22,0,glass rocks go silver burner black beautiful,Patio Lawn and Garden yes/no glass rocks go silver burner black beautiful,"['patio', 'lawn', 'and', 'garden', 'yes', 'no', 'glass', 'rocks', 'go', 'silver', 'burner', 'black', 'beautiful']"
row_16477_chunk_0,C6Q13930,Electronics,open-ended,2014-09-12,0,drive backwards compatible sata 10 sure l775 takes standard laptop size hard drive work laptop isnt oldhope helps,Electronics open-ended drive backwards compatible sata 10 sure l775 takes standard laptop size hard drive work laptop isnt oldhope helps,"['electronics', 'open', 'ended', 'drive', 'backwards', 'compatible', 'sata', '10', 'sure', 'l775', 'takes', 'standard', 'laptop', 'size', 'hard', 'drive', 'work', 'laptop', 'isnt', 'oldhope', 'helps']"
row_16478_chunk_0,C12Q180,Patio Lawn and Garden,open-ended,2014-06-28,0,fit 2014 craftsman t1000 42 deck lawn tractor model 247203701 long deck holes deck back shouldit problem takes 20 minutes,Patio Lawn and Garden open-ended fit 2014 craftsman t1000 42 deck lawn tractor model 247203701 long deck holes deck back shouldit problem takes 20 minutes,"['patio', 'lawn', 'and', 'garden', 'open', 'ended', 'fit', '2014', 'craftsman', 't1000', '42', 'deck', 'lawn', 'tractor', 'model', '247203701', 'long', 'deck', 'holes', 'deck', 'back', 'shouldit', 'problem', 'takes', '20', 'minutes']"
row_16479_chunk_0,C15Q11943,Tools and Home Improvement,open-ended,2014-12-31,0,use bypass door getting two kits added trim insides doors made look like barn doors shouldnt push open u guide bottom door,Tools and Home Improvement open-ended use bypass door getting two kits added trim insides doors made look like barn doors shouldnt push open u guide bottom door,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'use', 'bypass', 'door', 'getting', 'two', 'kits', 'added', 'trim', 'insides', 'doors', 'made', 'look', 'like', 'barn', 'doors', 'shouldnt', 'push', 'open', 'u', 'guide', 'bottom', 'door']"
row_16480_chunk_0,C4Q6613,Cell Phones and Accessories,open-ended,2013-06-12,0,bought phone daughter working america call uk european charger someone advise provide answer would assume yes range bands compatible well wait looked gsm bands bangladesh sure enough work make sure get adapter plug convert us charging plug ones bangladesh,Cell Phones and Accessories open-ended bought phone daughter working america call uk european charger someone advise provide answer would assume yes range bands compatible well wait looked gsm bands bangladesh sure enough work make sure get adapter plug convert us charging plug ones bangladesh,"['cell', 'phones', 'and', 'accessories', 'open', 'ended', 'bought', 'phone', 'daughter', 'working', 'america', 'call', 'uk', 'european', 'charger', 'someone', 'advise', 'provide', 'answer', 'would', 'assume', 'yes', 'range', 'bands', 'compatible', 'well', 'wait', 'looked', 'gsm', 'bands', 'bangladesh', 'sure', 'enough', 'work', 'make', 'sure', 'get', 'adapter', 'plug', 'convert', 'us', 'charging', 'plug', 'ones', 'bangladesh']"
row_16481_chunk_0,C6Q36326,Electronics,open-ended,2011-03-27,0,choice gamer cs5 planning build computer i72600k overclocked etc video editing want use adobe cs5 im wondering whether use evga geforce gtx470 superclocked pny nvidia quadro vcq2000pb get im 1080i soon 1080p video want fast renders high fps lag free playback also want able play trackmania 1920x1080 res choice gamer cs5 planning build computer i72600k overclocked etc video editing want use adobe cs5 im wondering whether use evga geforce gtx470 » read choice gamer cs5 planning build computer i72600k overclocked etc video editing want use adobe cs5 im wondering whether use evga geforce gtx470 superclocked pny nvidia quadro vcq2000pb get im 1080i soon 1080p video want fast renders high fps lag free playback also want able play trackmania 1920x1080 res,Electronics open-ended choice gamer cs5 planning build computer i72600k overclocked etc video editing want use adobe cs5 im wondering whether use evga geforce gtx470 superclocked pny nvidia quadro vcq2000pb get im 1080i soon 1080p video want fast renders high fps lag free playback also want able play trackmania 1920x1080 res choice gamer cs5 planning build computer i72600k overclocked etc video editing want use adobe cs5 im wondering whether use evga geforce gtx470 » read choice gamer cs5 planning build computer i72600k overclocked etc video editing want use adobe cs5 im wondering whether use evga geforce gtx470 superclocked pny nvidia quadro vcq2000pb get im 1080i soon 1080p video want fast renders high fps lag free playback also want able play trackmania 1920x1080 res,"['electronics', 'open', 'ended', 'choice', 'gamer', 'cs5', 'planning', 'build', 'computer', 'i72600k', 'overclocked', 'etc', 'video', 'editing', 'want', 'use', 'adobe', 'cs5', 'im', 'wondering', 'whether', 'use', 'evga', 'geforce', 'gtx470', 'superclocked', 'pny', 'nvidia', 'quadro', 'vcq2000pb', 'get', 'im', '1080i', 'soon', '1080p', 'video', 'want', 'fast', 'renders', 'high', 'fps', 'lag', 'free', 'playback', 'also', 'want', 'able', 'play', 'trackmania', '1920x1080', 'res', 'choice', 'gamer', 'cs5', 'planning', 'build', 'computer', 'i72600k', 'overclocked', 'etc', 'video', 'editing', 'want', 'use', 'adobe', 'cs5', 'im', 'wondering', 'whether', 'use', 'evga', 'geforce', 'gtx470', 'read', 'choice', 'gamer', 'cs5', 'planning', 'build', 'computer', 'i72600k', 'overclocked', 'etc', 'video', 'editing', 'want', 'use', 'adobe', 'cs5', 'im', 'wondering', 'whether', 'use', 'evga', 'geforce', 'gtx470', 'superclocked', 'pny', 'nvidia', 'quadro', 'vcq2000pb', 'get', 'im', '1080i', 'soon', '1080p', 'video', 'want', 'fast', 'renders', 'high', 'fps', 'lag', 'free', 'playback', 'also', 'want', 'able', 'play', 'trackmania', '1920x1080', 'res']"
row_16481_chunk_1,C6Q36326,Electronics,open-ended,2011-03-27,1,use evga geforce gtx470 superclocked pny nvidia quadro vcq2000pb get im 1080i soon 1080p video want fast renders high fps lag free playback also want able play trackmania 1920x1080 res « show less dont adobe cc nvidia quadro 2000 video card made dramatic positive change ability computer reduce regen time large cad files experienced many crashes solidworks large files 500mb1gb nvidia recommend nvidia,Electronics open-ended use evga geforce gtx470 superclocked pny nvidia quadro vcq2000pb get im 1080i soon 1080p video want fast renders high fps lag free playback also want able play trackmania 1920x1080 res « show less dont adobe cc nvidia quadro 2000 video card made dramatic positive change ability computer reduce regen time large cad files experienced many crashes solidworks large files 500mb1gb nvidia recommend nvidia,"['electronics', 'open', 'ended', 'use', 'evga', 'geforce', 'gtx470', 'superclocked', 'pny', 'nvidia', 'quadro', 'vcq2000pb', 'get', 'im', '1080i', 'soon', '1080p', 'video', 'want', 'fast', 'renders', 'high', 'fps', 'lag', 'free', 'playback', 'also', 'want', 'able', 'play', 'trackmania', '1920x1080', 'res', 'show', 'less', 'dont', 'adobe', 'cc', 'nvidia', 'quadro', '2000', 'video', 'card', 'made', 'dramatic', 'positive', 'change', 'ability', 'computer', 'reduce', 'regen', 'time', 'large', 'cad', 'files', 'experienced', 'many', 'crashes', 'solidworks', 'large', 'files', '500mb1gb', 'nvidia', 'recommend', 'nvidia']"
row_16482_chunk_0,C14Q12454,Sports and Outdoors,open-ended,2015-04-19,0,61 173 pounds idea size would appropriate measurements wear xl,Sports and Outdoors open-ended 61 173 pounds idea size would appropriate measurements wear xl,"['sports', 'and', 'outdoors', 'open', 'ended', '61', '173', 'pounds', 'idea', 'size', 'would', 'appropriate', 'measurements', 'wear', 'xl']"
row_16483_chunk_0,C15Q11993,Tools and Home Improvement,open-ended,2015-02-19,0,whats length motor body stainless steel color part whats dia motor body problem mine mounted router table upside probably made things worse ordered another router different make though router fixed,Tools and Home Improvement open-ended whats length motor body stainless steel color part whats dia motor body problem mine mounted router table upside probably made things worse ordered another router different make though router fixed,"['tools', 'and', 'home', 'improvement', 'open', 'ended', 'whats', 'length', 'motor', 'body', 'stainless', 'steel', 'color', 'part', 'whats', 'dia', 'motor', 'body', 'problem', 'mine', 'mounted', 'router', 'table', 'upside', 'probably', 'made', 'things', 'worse', 'ordered', 'another', 'router', 'different', 'make', 'though', 'router', 'fixed']"
row_16484_chunk_0,C5Q383,Clothing Shoes and Jewelry,yes/no,2013-12-27,0,receieved christmas took apart instructions screws anyone else problem white would highly recommend getting thing ikea 100 better quality far,Clothing Shoes and Jewelry yes/no receieved christmas took apart instructions screws anyone else problem white would highly recommend getting thing ikea 100 better quality far,"['clothing', 'shoes', 'and', 'jewelry', 'yes', 'no', 'receieved', 'christmas', 'took', 'apart', 'instructions', 'screws', 'anyone', 'else', 'problem', 'white', 'would', 'highly', 'recommend', 'getting', 'thing', 'ikea', '100', 'better', 'quality', 'far']"
row_16485_chunk_0,C9Q4046,Home and Kitchen,open-ended,2014-03-08,0,size please yes switch side picture dark side except candle light,Home and Kitchen open-ended size please yes switch side picture dark side except candle light,"['home', 'and', 'kitchen', 'open', 'ended', 'size', 'please', 'yes', 'switch', 'side', 'picture', 'dark', 'side', 'except', 'candle', 'light']"
row_16486_chunk_0,C14Q1329,Sports and Outdoors,open-ended,2012-12-12,0,item made america one piece telescoping pole 6 ft 300 lbs support long hikes take pressure knees back order two poles little walking feet bottom curve move hike,Sports and Outdoors open-ended item made america one piece telescoping pole 6 ft 300 lbs support long hikes take pressure knees back order two poles little walking feet bottom curve move hike,"['sports', 'and', 'outdoors', 'open', 'ended', 'item', 'made', 'america', 'one', 'piece', 'telescoping', 'pole', '6', 'ft', '300', 'lbs', 'support', 'long', 'hikes', 'take', 'pressure', 'knees', 'back', 'order', 'two', 'poles', 'little', 'walking', 'feet', 'bottom', 'curve', 'move', 'hike']"
row_16487_chunk_0,C11Q1224,Office Products,open-ended,2015-01-05,0,like prismacolor copic markers yes ends markers one end brush tip end finer end suitable writing favorite markers scrapping rubber stamp art love,Office Products open-ended like prismacolor copic markers yes ends markers one end brush tip end finer end suitable writing favorite markers scrapping rubber stamp art love,"['office', 'products', 'open', 'ended', 'like', 'prismacolor', 'copic', 'markers', 'yes', 'ends', 'markers', 'one', 'end', 'brush', 'tip', 'end', 'finer', 'end', 'suitable', 'writing', 'favorite', 'markers', 'scrapping', 'rubber', 'stamp', 'art', 'love']"
row_16488_chunk_0,C12Q3446,Patio Lawn and Garden,open-ended,2014-10-28,0,kill northeast cottonwood tree tree cut keep getting sprouts usually mix 12 12 sometimes focused spraying little bits small areas dont mix potato vines potent stuff,Patio Lawn and Garden open-ended kill northeast cottonwood tree tree cut keep getting sprouts usually mix 12 12 sometimes focused spraying little bits small areas dont mix potato vines potent stuff,"['patio', 'lawn', 'and', 'garden', 'open', 'ended', 'kill', 'northeast', 'cottonwood', 'tree', 'tree', 'cut', 'keep', 'getting', 'sprouts', 'usually', 'mix', '12', '12', 'sometimes', 'focused', 'spraying', 'little', 'bits', 'small', 'areas', 'dont', 'mix', 'potato', 'vines', 'potent', 'stuff']"
row_16489_chunk_0,C12Q753,Patio Lawn and Garden,open-ended,2014-03-07,0,garden deep enough plant carrots dont appear stackable,Patio Lawn and Garden open-ended garden deep enough plant carrots dont appear stackable,"['patio', 'lawn', 'and', 'garden', 'open', 'ended', 'garden', 'deep', 'enough', 'plant', 'carrots', 'dont', 'appear', 'stackable']"
row_16490_chunk_0,C9Q21807,Home and Kitchen,open-ended,2013-12-07,0,fit sm0701a7e sunbeam 700 watt microwave seems fine,Home and Kitchen open-ended fit sm0701a7e sunbeam 700 watt microwave seems fine,"['home', 'and', 'kitchen', 'open', 'ended', 'fit', 'sm0701a7e', 'sunbeam', '700', 'watt', 'microwave', 'seems', 'fine']"
